0.341192	8.604000	18.312000
0.518747	7.752000	12.792000
0.970651	4.380000	15.888000
0.976225	4.356000	15.900000
0.295448	9.684000	20.520000
0.744429	5.604000	15.180000
0.953913	4.452000	15.852000
0.814361	5.160000	15.468000
0.353566	8.352000	17.676000
0.694286	5.976000	14.892000
0.536020	7.548000	13.140000
0.354622	8.328000	17.616000
0.847882	4.968000	15.588000
0.749192	5.568000	15.204000
0.587665	6.960000	13.944000
0.400909	7.512000	10.320000
0.735718	5.664000	15.132000
0.364155	8.148000	17.076000
0.387995	7.728000	15.348000
0.756429	5.520000	15.240000
0.592150	6.912000	14.004000
0.250777	11.052000	33.588000
0.738274	5.652000	15.144000
0.585816	6.984000	13.920000
0.279139	10.140000	21.360000
0.835632	5.040000	15.540000
0.754983	5.532000	15.228000
0.947513	4.476000	15.840000
0.315393	9.180000	19.560000
0.901816	4.692000	15.732000
0.397262	7.572000	14.196000
0.789530	5.304000	15.372000
0.595169	6.876000	14.040000
0.932138	4.548000	15.804000
0.835834	5.040000	15.540000
0.640443	6.444000	14.496000
0.668856	6.192000	14.724000
0.742627	5.616000	15.168000
0.503284	7.908000	12.420000
0.306977	9.384000	19.956000
0.641229	6.432000	14.496000
0.453023	6.780000	10.944000
0.906469	4.668000	15.744000
0.473600	6.528000	11.580000
0.667240	6.204000	14.712000
0.532824	7.584000	13.080000
0.667619	6.192000	14.712000
0.939123	4.512000	15.828000
0.484944	6.396000	11.916000
0.539419	7.500000	13.212000
0.923706	4.584000	15.792000
0.645211	6.396000	14.532000
0.965281	4.404000	15.876000
0.723592	5.760000	15.072000
0.470216	6.564000	11.484000
0.738633	5.652000	15.144000
0.351087	8.400000	17.808000
0.642589	6.420000	14.508000
0.822752	5.112000	15.504000
0.698983	5.940000	14.928000
0.489565	6.348000	12.048000
0.685390	6.048000	14.844000
0.683778	6.060000	14.832000
0.728992	5.712000	15.096000
0.622955	6.600000	14.328000
0.727478	5.724000	15.096000
0.384252	7.788000	15.684000
0.392327	7.656000	14.892000
0.970107	4.380000	15.888000
0.785097	5.340000	15.360000
0.396381	7.584000	14.352000
0.402445	7.488000	10.320000
0.463693	6.648000	11.280000
0.803913	5.220000	15.432000
0.780959	5.364000	15.348000
0.723419	5.760000	15.072000
0.374995	7.944000	16.380000
0.284319	9.984000	21.096000
0.795885	5.268000	15.408000
0.834129	5.040000	15.540000
0.584188	6.996000	13.896000
0.361023	8.208000	17.256000
0.952854	4.452000	15.852000
0.549575	7.380000	13.392000
0.452322	6.792000	10.920000
0.806664	5.196000	15.444000
0.601764	6.816000	14.112000
0.617687	6.648000	14.280000
0.412386	7.344000	10.272000
0.287054	9.912000	20.952000
0.303108	9.480000	20.148000
0.296512	9.648000	20.472000
0.776713	5.388000	15.324000
0.296382	9.648000	20.484000
0.782124	5.352000	15.348000
0.531497	7.596000	13.056000
0.764386	5.472000	15.276000
0.886798	4.764000	15.696000
0.355412	8.316000	17.568000
0.786184	5.328000	15.360000
